zone_id,sector,latitude,longitude,population_density_km2,socioeconomic_vulnerability,youth_share,commercial_density,transit_access_index,road_connectivity_index,lighting_coverage,cctv_density,patrol_coverage,distance_to_transit_corridor_km,year,month,month_index,weekend_night_activity,seasonal_pressure,recent_incidents,rolling_3m_incidents,incident_trend,target_high_risk_next_month
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,5,28,0.4403,0.11,1,2.0,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,6,29,0.4879,0.0,3,2.333,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,7,30,0.5894,0.07,4,2.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,8,31,0.4307,-0.1905,3,3.333,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,9,32,0.5058,-0.22,5,4.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,10,33,0.4142,-0.1905,2,3.333,-2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,11,34,0.5307,-0.11,8,5.0,5,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2020,12,35,0.5593,0.18,2,4.0,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,1,36,0.4541,0.11,4,4.667,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,2,37,0.4473,0.1905,3,3.0,-5,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,3,38,0.4685,0.22,3,3.333,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,4,39,0.4495,0.1905,4,3.333,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,5,40,0.3799,0.11,4,3.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,6,41,0.4575,0.0,2,3.333,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,7,42,0.5618,0.07,5,3.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,8,43,0.4831,-0.1905,4,3.667,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,9,44,0.4991,-0.22,4,4.333,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,10,45,0.4611,-0.1905,4,4.0,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,11,46,0.4747,-0.11,1,3.0,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2021,12,47,0.5596,0.18,0,1.667,-4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,1,48,0.4196,0.11,0,0.333,-4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,2,49,0.4436,0.1905,1,0.333,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,3,50,0.3522,0.22,2,1.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,4,51,0.5215,0.1905,4,2.333,4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,5,52,0.357,0.11,5,3.667,4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,6,53,0.4808,0.0,2,3.667,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,7,54,0.5886,0.07,1,2.667,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,8,55,0.4626,-0.1905,4,2.333,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,9,56,0.4389,-0.22,4,3.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,10,57,0.58,-0.1905,3,3.667,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,11,58,0.4389,-0.11,1,2.667,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2022,12,59,0.5329,0.18,3,2.333,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,1,60,0.4998,0.11,5,3.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,2,61,0.3883,0.1905,2,3.333,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,3,62,0.4443,0.22,5,4.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,4,63,0.5551,0.1905,1,2.667,-4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,5,64,0.391,0.11,3,3.0,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,6,65,0.4246,0.0,2,2.0,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,7,66,0.6512,0.07,2,2.333,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,8,67,0.3882,-0.1905,5,3.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,9,68,0.5234,-0.22,2,3.0,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,10,69,0.4833,-0.1905,4,3.667,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,11,70,0.401,-0.11,4,3.333,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2023,12,71,0.4975,0.18,4,4.0,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,1,72,0.5347,0.11,2,3.333,-2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,2,73,0.4485,0.1905,7,4.333,3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,3,74,0.4257,0.22,5,4.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,4,75,0.433,0.1905,2,4.667,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,5,76,0.4153,0.11,5,4.0,-2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,6,77,0.5296,0.0,3,3.333,-2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,7,78,0.5071,0.07,3,3.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,8,79,0.5168,-0.1905,2,2.667,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,9,80,0.4696,-0.22,3,2.667,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,10,81,0.4352,-0.1905,4,3.0,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,11,82,0.4088,-0.11,6,4.333,4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2024,12,83,0.5678,0.18,2,4.0,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,1,84,0.4973,0.11,7,5.0,3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,2,85,0.4759,0.1905,4,4.333,-2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,3,86,0.4686,0.22,5,5.333,3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,4,87,0.4942,0.1905,3,4.0,-4,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,5,88,0.49,0.11,6,4.667,2,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,6,89,0.4308,0.0,4,4.333,-1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,7,90,0.5317,0.07,4,4.667,1,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,8,91,0.4932,-0.1905,3,3.667,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,9,92,0.4444,-0.22,4,3.667,0,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,10,93,0.3705,-0.1905,1,2.667,-3,0
CZ-001,santa_luzmila,-11.917396,-77.077762,14090,0.4721,0.2883,0.5713,0.387,0.5322,0.6286,0.1676,0.3034,0.6339,2025,11,94,0.4008,-0.11,2,2.333,-1,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,5,4,0.4734,0.11,12,10.333,6,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,6,5,0.4537,0.0,8,10.333,0,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,7,6,0.6832,0.07,4,8.0,-7,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,8,7,0.4507,-0.1905,13,8.333,1,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,9,8,0.5432,-0.22,8,8.333,0,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,10,9,0.5722,-0.1905,6,9.0,2,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,11,10,0.4959,-0.11,8,7.333,-5,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2018,12,11,0.5117,0.18,4,6.0,-4,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,1,12,0.5868,0.11,11,7.667,5,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,2,13,0.3902,0.1905,9,8.0,1,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,3,14,0.5178,0.22,8,9.333,4,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,4,15,0.5551,0.1905,13,10.0,2,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,5,16,0.4181,0.11,8,9.667,-1,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,6,17,0.4552,0.0,9,10.0,1,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,7,18,0.6184,0.07,10,9.0,-3,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,8,19,0.3697,-0.1905,7,8.667,-1,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,9,20,0.503,-0.22,8,8.333,-1,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,10,21,0.4713,-0.1905,6,7.0,-4,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,11,22,0.453,-0.11,8,7.333,1,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2019,12,23,0.5692,0.18,5,6.333,-3,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,1,24,0.4965,0.11,13,8.667,7,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,2,25,0.5356,0.1905,11,9.667,3,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,3,26,0.4134,0.22,15,13.0,10,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,4,27,0.4639,0.1905,13,13.0,0,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,5,28,0.4896,0.11,6,11.333,-5,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,6,29,0.5465,0.0,17,12.0,2,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,7,30,0.5851,0.07,11,11.333,-2,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,8,31,0.5189,-0.1905,6,11.333,0,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,9,32,0.4083,-0.22,4,7.0,-13,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,10,33,0.4305,-0.1905,8,6.0,-3,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,11,34,0.4813,-0.11,11,7.667,5,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2020,12,35,0.5338,0.18,7,8.667,3,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,1,36,0.4888,0.11,12,10.0,4,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,2,37,0.5122,0.1905,11,10.0,0,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,3,38,0.4482,0.22,9,10.667,2,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,4,39,0.4482,0.1905,9,9.667,-3,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,5,40,0.4586,0.11,16,11.333,5,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,6,41,0.5724,0.0,8,11.0,-1,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,7,42,0.609,0.07,9,11.0,0,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,8,43,0.4644,-0.1905,10,9.0,-6,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,9,44,0.3651,-0.22,10,9.667,2,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,10,45,0.4865,-0.1905,7,9.0,-2,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,11,46,0.4849,-0.11,7,8.0,-3,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2021,12,47,0.5754,0.18,12,8.667,2,0
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2022,1,48,0.5254,0.11,13,10.667,6,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2022,2,49,0.4429,0.1905,8,11.0,1,1
CZ-002,retablo,-11.923482,-77.043865,19241,0.6179,0.2388,0.6955,0.7606,0.3916,0.6604,0.2696,0.2495,0.5404,2022,3,50,0.5649,0.22,9,10.0,-3,1
